group_id	label	binary_label	subtype	label_type
cea_g_ce1e7f5f1563971018b4	Malicious	1	Malicious	controlled_task_objective
cea_g_5ad8ad4c72e4441cb7fd	Other	0	Normal	controlled_task_objective
cea_g_783b2a7c2f882f9911a7	Other	0	Benign	controlled_task_objective
cea_g_1e8280f3013a8c2c916a	Other	0	Normal	controlled_task_objective
cea_g_6ea94a2482416cbb2642	Malicious	1	Malicious	controlled_task_objective
cea_g_f22ec4ca9462fb26821b	Other	0	Benign	controlled_task_objective
cea_g_82d27bd261509f363a06	Malicious	1	Malicious	controlled_task_objective
cea_g_cdd39d33d72cb498bc19	Malicious	1	Malicious	controlled_task_objective
cea_g_2914feb4c75a14076602	Malicious	1	Malicious	controlled_task_objective
cea_g_280964c616833c2fd37e	Malicious	1	Malicious	controlled_task_objective
cea_g_ee2d7075a9b1f7854882	Malicious	1	Malicious	controlled_task_objective
cea_g_58ea31186b0bcd0987ad	Other	0	Benign	controlled_task_objective
cea_g_a0ceca25b489046030ff	Other	0	Normal	controlled_task_objective
cea_g_ea4a5c86280b11b35229	Other	0	Benign	controlled_task_objective
cea_g_9327e2d4b24b0e8a21c3	Malicious	1	Malicious	controlled_task_objective
cea_g_ba41432108ec3ab3432b	Other	0	Benign	controlled_task_objective
cea_g_442ac2256ca14fd175e5	Other	0	Benign	controlled_task_objective
cea_g_f8f28d5d7b8283ff438b	Malicious	1	Malicious	controlled_task_objective
cea_g_3c087c816d06fa6e6d28	Other	0	Benign	controlled_task_objective
cea_g_fc9c230c34c3a6335d71	Other	0	Normal	controlled_task_objective
cea_g_8e908ad8e5a27a2ca104	Other	0	Normal	controlled_task_objective
cea_g_7c701a73d831d18f9878	Malicious	1	Malicious	controlled_task_objective
cea_g_d7984085807b6c3c1c16	Other	0	Benign	controlled_task_objective
cea_g_f5e35cfe18fbebccde6f	Malicious	1	Malicious	controlled_task_objective
cea_g_9cd624d83f21d698b9e8	Other	0	Benign	controlled_task_objective
cea_g_436fa7ccef12f9cb48c7	Other	0	Benign	controlled_task_objective
cea_g_c25b43813e93d4a1094e	Other	0	Benign	controlled_task_objective
cea_g_23abaae377e935343428	Other	0	Normal	controlled_task_objective
cea_g_ba8c164438c916c0d2f9	Other	0	Benign	controlled_task_objective
cea_g_bc149973ef22b16d6ba3	Other	0	Benign	controlled_task_objective
cea_g_b689a2b6fa681702d4e4	Malicious	1	Malicious	controlled_task_objective
cea_g_15b010803321cd202ca6	Malicious	1	Malicious	controlled_task_objective
cea_g_7d422965e6198f410d0f	Malicious	1	Malicious	controlled_task_objective
cea_g_a5669c23a8c6d8a63047	Other	0	Benign	controlled_task_objective
cea_g_8c103b1db1fe46363e94	Other	0	Normal	controlled_task_objective
cea_g_97adcba282e0c7a3addd	Malicious	1	Malicious	controlled_task_objective
cea_g_07f369bff1351191a2b1	Malicious	1	Malicious	controlled_task_objective
cea_g_e118805157d28588b790	Other	0	Benign	controlled_task_objective
cea_g_2b54d9acbe3f59a0c47d	Malicious	1	Malicious	controlled_task_objective
cea_g_33c7278ad430bee70c8d	Malicious	1	Malicious	controlled_task_objective
cea_g_cba332fb66db38b9f379	Other	0	Normal	controlled_task_objective
cea_g_4d9f9691618558b65c41	Other	0	Benign	controlled_task_objective
cea_g_2651bfa904e10b596738	Other	0	Benign	controlled_task_objective
cea_g_0abb913f017d6ad24dc9	Other	0	Benign	controlled_task_objective
cea_g_75c751124c3871be3851	Other	0	Normal	controlled_task_objective
cea_g_9d5a3ee746b8541651b7	Other	0	Normal	controlled_task_objective
cea_g_31f9cee2f1748d1fa1ac	Malicious	1	Malicious	controlled_task_objective
cea_g_9293c8ad94d9cff8d0c5	Malicious	1	Malicious	controlled_task_objective
cea_g_ace2825a12b86cc8502d	Malicious	1	Malicious	controlled_task_objective
cea_g_a27454794a3bee77c23d	Other	0	Normal	controlled_task_objective
cea_g_82dce7f3161d197ec121	Malicious	1	Malicious	controlled_task_objective
cea_g_b307af41106451b34767	Other	0	Benign	controlled_task_objective
cea_g_51f07ccdcae394ea0430	Other	0	Benign	controlled_task_objective
cea_g_f35745033419d28023df	Malicious	1	Malicious	controlled_task_objective
cea_g_a68692820243f41af745	Malicious	1	Malicious	controlled_task_objective
cea_g_2e94e02cb5a16a7a48f6	Other	0	Normal	controlled_task_objective
cea_g_a69062f91bc329426ae1	Other	0	Benign	controlled_task_objective
cea_g_4a4cf6c9991e4d4216e0	Malicious	1	Malicious	controlled_task_objective
cea_g_42c8b901a576a6eb66dd	Other	0	Benign	controlled_task_objective
cea_g_b2fa9657085516c71a5d	Malicious	1	Malicious	controlled_task_objective
cea_g_661926e54d5a78ce8555	Malicious	1	Malicious	controlled_task_objective
cea_g_4874dd00f99434b93767	Other	0	Benign	controlled_task_objective
cea_g_db01c8d743ffe744ffa6	Other	0	Benign	controlled_task_objective
cea_g_9e7d370c399018f16847	Malicious	1	Malicious	controlled_task_objective
cea_g_8ccf52d3a99d3956a4fe	Other	0	Benign	controlled_task_objective
cea_g_578415ae40c7f722d292	Other	0	Benign	controlled_task_objective
cea_g_665bc7f43025e26fed22	Other	0	Normal	controlled_task_objective
cea_g_d8ba705b94c076a1c8c7	Other	0	Benign	controlled_task_objective
cea_g_ef24c5f4a0ba8057bedb	Malicious	1	Malicious	controlled_task_objective
cea_g_3116c267b25255f13770	Other	0	Normal	controlled_task_objective
cea_g_645077fe6911f4f81448	Malicious	1	Malicious	controlled_task_objective
cea_g_52cd19b71a235651df96	Malicious	1	Malicious	controlled_task_objective
cea_g_b2ec0bae3acc5b29e802	Other	0	Benign	controlled_task_objective
cea_g_493a6ed44a31084affb1	Other	0	Normal	controlled_task_objective
cea_g_a178ae528e2aa7dcde80	Other	0	Benign	controlled_task_objective
cea_g_08196b4551c5ec4b5de3	Malicious	1	Malicious	controlled_task_objective
cea_g_76680ec3fc6d98325bb1	Malicious	1	Malicious	controlled_task_objective
cea_g_6158279a83626943c948	Malicious	1	Malicious	controlled_task_objective
cea_g_db4bcc5df714b7800cdb	Malicious	1	Malicious	controlled_task_objective
cea_g_f67b8167ef96bad51f69	Malicious	1	Malicious	controlled_task_objective
cea_g_7080f5c20c9bd98585c5	Other	0	Normal	controlled_task_objective
cea_g_281e70432110fb5d32a1	Other	0	Benign	controlled_task_objective
cea_g_932f80853fe330430d99	Malicious	1	Malicious	controlled_task_objective
cea_g_40324d547338725121e6	Malicious	1	Malicious	controlled_task_objective
cea_g_24e076d2b68d18dbb904	Malicious	1	Malicious	controlled_task_objective
cea_g_35a094988bdaf4302739	Other	0	Normal	controlled_task_objective
cea_g_cb517166cc4c0f45222a	Malicious	1	Malicious	controlled_task_objective
cea_g_d2b5f89385087f207eaf	Other	0	Benign	controlled_task_objective
cea_g_2e5991c9b20a9f192875	Other	0	Normal	controlled_task_objective
cea_g_8df12097fe21b6555953	Malicious	1	Malicious	controlled_task_objective
cea_g_b885ecaec8e6eb2184d4	Malicious	1	Malicious	controlled_task_objective
cea_g_ec1d24aedacff9708761	Other	0	Normal	controlled_task_objective
cea_g_383820e9799fd1baa0c5	Other	0	Benign	controlled_task_objective
cea_g_7acb48e386cc31954da9	Other	0	Benign	controlled_task_objective
cea_g_446a929ccf205fe490ac	Other	0	Benign	controlled_task_objective
cea_g_4abbdd289a4bdb007d78	Other	0	Benign	controlled_task_objective
cea_g_7d809d3c7e9eb040c0b2	Malicious	1	Malicious	controlled_task_objective
cea_g_5ef5ef3bf21ed1b33649	Other	0	Benign	controlled_task_objective
cea_g_1548c9e6d20e0ff3e011	Malicious	1	Malicious	controlled_task_objective
cea_g_51e467cd3b7c59ac736f	Malicious	1	Malicious	controlled_task_objective
cea_g_3524c7ca4efd08fe15a3	Other	0	Normal	controlled_task_objective
cea_g_c55aacd31c142abcb07c	Other	0	Normal	controlled_task_objective
cea_g_2236e7c76840123f6c04	Malicious	1	Malicious	controlled_task_objective
cea_g_c08b6d7f27ad61dac8fd	Malicious	1	Malicious	controlled_task_objective
cea_g_c3c74f010acb9e602759	Malicious	1	Malicious	controlled_task_objective
cea_g_b6f69343251b4595a036	Other	0	Normal	controlled_task_objective
cea_g_f418459fea0ae9dca219	Malicious	1	Malicious	controlled_task_objective
cea_g_465e37e292262480bfa6	Other	0	Normal	controlled_task_objective
cea_g_ca55e6899cda968bb2cd	Other	0	Normal	controlled_task_objective
cea_g_84ef135ccb13fcbfc735	Other	0	Normal	controlled_task_objective
cea_g_a20ae7263126cfa0d2a1	Other	0	Benign	controlled_task_objective
cea_g_8e1ee6a9e2ba8d4aecb1	Malicious	1	Malicious	controlled_task_objective
cea_g_01561292f52a999a3608	Other	0	Normal	controlled_task_objective
cea_g_d25bd9d1a7315f2d8e38	Malicious	1	Malicious	controlled_task_objective
cea_g_b330275a6b11cf4f4cbf	Malicious	1	Malicious	controlled_task_objective
cea_g_874cba9052346bd51755	Malicious	1	Malicious	controlled_task_objective
cea_g_f3ee53ddcdbf357f107b	Malicious	1	Malicious	controlled_task_objective
cea_g_5750e6b59540be37bc71	Malicious	1	Malicious	controlled_task_objective
cea_g_171ba3c69ef97319413b	Other	0	Normal	controlled_task_objective
cea_g_166305b6eb421389d608	Other	0	Benign	controlled_task_objective
cea_g_e1dbebd6f2e5330f7981	Malicious	1	Malicious	controlled_task_objective
cea_g_e4290e18ba905a50b243	Other	0	Normal	controlled_task_objective
cea_g_6126192d709fd095519d	Other	0	Benign	controlled_task_objective
cea_g_7b9bb6718ed01ec71254	Malicious	1	Malicious	controlled_task_objective
cea_g_ffdc3489c69b7c0de5fa	Malicious	1	Malicious	controlled_task_objective
cea_g_bc4824f6169f20a4d274	Malicious	1	Malicious	controlled_task_objective
cea_g_8bdbf9928332b0e0717f	Other	0	Benign	controlled_task_objective
cea_g_13f721f8cee334ab8691	Malicious	1	Malicious	controlled_task_objective
cea_g_098304f7d1a1666c7fe9	Malicious	1	Malicious	controlled_task_objective
cea_g_816c97577a746099c372	Other	0	Normal	controlled_task_objective
cea_g_4c4955aefad425193b23	Other	0	Normal	controlled_task_objective
cea_g_7c97db249a4c6bea1896	Malicious	1	Malicious	controlled_task_objective
cea_g_b5d29af72dfb3e877b84	Other	0	Benign	controlled_task_objective
cea_g_b4c2f2afa5810cd6a1dd	Other	0	Normal	controlled_task_objective
cea_g_d42be6bfa9556d3039ce	Other	0	Benign	controlled_task_objective
cea_g_9bdde8a94414052d5101	Other	0	Benign	controlled_task_objective
cea_g_81dc35b8268d945facc4	Other	0	Benign	controlled_task_objective
cea_g_ff67e410462cc5e36e02	Other	0	Normal	controlled_task_objective
cea_g_214fea0f996d13a9b5e8	Other	0	Benign	controlled_task_objective
cea_g_8ce6f7e9cd804b8d5d94	Other	0	Benign	controlled_task_objective
cea_g_748a2b958c63c68c66c7	Other	0	Normal	controlled_task_objective
cea_g_86a08a140da852d8a296	Other	0	Normal	controlled_task_objective
cea_g_b8b0b10e6a91d2a217b0	Other	0	Benign	controlled_task_objective
cea_g_f93237695901406d18fe	Other	0	Normal	controlled_task_objective
cea_g_8f3ab17087658e7529a8	Malicious	1	Malicious	controlled_task_objective
cea_g_e918b8d94480dd7d3d37	Other	0	Benign	controlled_task_objective
cea_g_8a3730b88a9f1169aa88	Malicious	1	Malicious	controlled_task_objective
cea_g_3c7f4e74e8ba4c8e358f	Malicious	1	Malicious	controlled_task_objective
cea_g_32c4f6a049dd94a4c882	Malicious	1	Malicious	controlled_task_objective
cea_g_eb3788af1403107b7f22	Other	0	Normal	controlled_task_objective
cea_g_f48c964861aaffa0f73c	Other	0	Benign	controlled_task_objective
cea_g_c397039848208adb5d69	Malicious	1	Malicious	controlled_task_objective
cea_g_0dc87bd50c0c3e0a97ba	Other	0	Benign	controlled_task_objective
cea_g_1f8e99845099027f62aa	Malicious	1	Malicious	controlled_task_objective
cea_g_1802d7a41615ecb32d07	Malicious	1	Malicious	controlled_task_objective
cea_g_23215f8561accedc73c0	Other	0	Normal	controlled_task_objective
cea_g_33afc3d8587e90f1c43a	Other	0	Normal	controlled_task_objective
cea_g_97c4a61e6771f3a795a4	Malicious	1	Malicious	controlled_task_objective
cea_g_3a1cfca8bfdf9d2bedf7	Other	0	Normal	controlled_task_objective
cea_g_61bf1861dc0181c46c8f	Malicious	1	Malicious	controlled_task_objective
cea_g_559caa01e6b92fab6af7	Malicious	1	Malicious	controlled_task_objective
cea_g_9de2e80adaff0957887b	Malicious	1	Malicious	controlled_task_objective
cea_g_60fa0c387d40a1623b1a	Malicious	1	Malicious	controlled_task_objective
cea_g_402db7c0a8cd4886e759	Malicious	1	Malicious	controlled_task_objective
cea_g_3c8cc4ffa4e6be07ae25	Malicious	1	Malicious	controlled_task_objective
cea_g_1478d98b686c3a2efb6e	Malicious	1	Malicious	controlled_task_objective
cea_g_10d7740845daec96687d	Malicious	1	Malicious	controlled_task_objective
cea_g_68ecb1f65ef6a5d21d97	Malicious	1	Malicious	controlled_task_objective
cea_g_dd566fc383c8ac1dfe2a	Malicious	1	Malicious	controlled_task_objective
cea_g_64668374d3c1f57e1c1d	Malicious	1	Malicious	controlled_task_objective
cea_g_9f9e6bb60d050f23e5d7	Other	0	Benign	controlled_task_objective
cea_g_25157864178e8fb86d5f	Other	0	Normal	controlled_task_objective
cea_g_22bd636d32446dc7363d	Other	0	Normal	controlled_task_objective
cea_g_b970cf99655c19e1e4f3	Other	0	Normal	controlled_task_objective
cea_g_2c4323f509538a1ad282	Malicious	1	Malicious	controlled_task_objective
cea_g_5274b1d39c7aa182a852	Malicious	1	Malicious	controlled_task_objective
cea_g_b1a06e09691c758409f0	Malicious	1	Malicious	controlled_task_objective
cea_g_6d0069aefe9053801ebe	Other	0	Normal	controlled_task_objective
cea_g_85c1cde5e9d77af56e46	Malicious	1	Malicious	controlled_task_objective
cea_g_8fbff8faf0409df7143a	Other	0	Benign	controlled_task_objective
cea_g_f0361074b0dc26363c6e	Malicious	1	Malicious	controlled_task_objective
cea_g_8feae5d3329a6191a9d0	Malicious	1	Malicious	controlled_task_objective
cea_g_1e2177b4e67a0aa993d0	Malicious	1	Malicious	controlled_task_objective
cea_g_00af4184b241f504fc1c	Other	0	Normal	controlled_task_objective
cea_g_debf41bcf53c74c119c4	Other	0	Benign	controlled_task_objective
cea_g_b7d852bdaee0f593b38e	Other	0	Benign	controlled_task_objective
cea_g_277cb4f0ea81a7177fe3	Malicious	1	Malicious	controlled_task_objective
cea_g_e382d2dba137845ab7c4	Other	0	Normal	controlled_task_objective
cea_g_8c81ecbdb1b293aa67c4	Other	0	Benign	controlled_task_objective
cea_g_db409ea85f431f665096	Other	0	Normal	controlled_task_objective
cea_g_88b4b3ff4328dabb7471	Malicious	1	Malicious	controlled_task_objective
cea_g_ce5bdd4f3a8d73a72887	Malicious	1	Malicious	controlled_task_objective
cea_g_daa9e488881f911f3b49	Malicious	1	Malicious	controlled_task_objective
cea_g_789ce7e055339402ef34	Other	0	Benign	controlled_task_objective
cea_g_93f04a22cdb63fc4d70d	Malicious	1	Malicious	controlled_task_objective
cea_g_408a93c91a05305d1c2e	Malicious	1	Malicious	controlled_task_objective
cea_g_1427abedcc0ebe147016	Other	0	Normal	controlled_task_objective
cea_g_81fe392623394034641e	Malicious	1	Malicious	controlled_task_objective
cea_g_90a06e456a32acf2bbcb	Malicious	1	Malicious	controlled_task_objective
cea_g_b2c6055ff17df7137d90	Other	0	Normal	controlled_task_objective
cea_g_a96b90f5f8c1eabcea58	Other	0	Normal	controlled_task_objective
cea_g_df7f839d03fd2ade45a2	Other	0	Benign	controlled_task_objective
cea_g_03e3ee204fe9a147506e	Other	0	Normal	controlled_task_objective
cea_g_4ea185841bb84b6b29e0	Other	0	Benign	controlled_task_objective
cea_g_bb939e54e03576cb72b0	Malicious	1	Malicious	controlled_task_objective
cea_g_62880e28dae36778f1f5	Malicious	1	Malicious	controlled_task_objective
cea_g_00903c13838115ab538b	Other	0	Benign	controlled_task_objective
cea_g_585465ead6e8b4ee53bf	Malicious	1	Malicious	controlled_task_objective
cea_g_02caa9bf0b3d74cb43f0	Malicious	1	Malicious	controlled_task_objective
cea_g_6a7cc5a651ecae977fd5	Other	0	Benign	controlled_task_objective
cea_g_4173da828112a7dd9ad6	Other	0	Benign	controlled_task_objective
cea_g_eebca3840c089401a7ab	Other	0	Normal	controlled_task_objective
cea_g_5852c009aa09c9f92a82	Malicious	1	Malicious	controlled_task_objective
cea_g_15fb619cfcb838abdc25	Malicious	1	Malicious	controlled_task_objective
cea_g_d86d6d4413890796c4f5	Malicious	1	Malicious	controlled_task_objective
cea_g_229183432846d0ffad93	Other	0	Benign	controlled_task_objective
cea_g_b78481a41d1f55ef6d4f	Malicious	1	Malicious	controlled_task_objective
cea_g_cee1b6744cfc5a39fea1	Other	0	Benign	controlled_task_objective
cea_g_92c3bdb2175a56ae5516	Malicious	1	Malicious	controlled_task_objective
cea_g_5a082609a514d91fc1e2	Malicious	1	Malicious	controlled_task_objective
cea_g_83760205fdc0e8826936	Malicious	1	Malicious	controlled_task_objective
cea_g_cb2d156eadb68bbc4ad6	Malicious	1	Malicious	controlled_task_objective
cea_g_bd17c3134a310227a846	Malicious	1	Malicious	controlled_task_objective
cea_g_bb831eb7dd80db748622	Malicious	1	Malicious	controlled_task_objective
cea_g_45887ee6e1ee94cf458d	Other	0	Normal	controlled_task_objective
cea_g_7a403469d989b549421a	Malicious	1	Malicious	controlled_task_objective
cea_g_b10693f2ad66a17b5c58	Malicious	1	Malicious	controlled_task_objective
cea_g_9aa0e3dadff5a163151e	Malicious	1	Malicious	controlled_task_objective
cea_g_0c779272b907823d4cbb	Malicious	1	Malicious	controlled_task_objective
cea_g_c5082c9edec4c56f7485	Malicious	1	Malicious	controlled_task_objective
cea_g_f4e77e781207eeb61038	Malicious	1	Malicious	controlled_task_objective
cea_g_906214d7de39601a4af1	Other	0	Normal	controlled_task_objective
cea_g_5234e7e0bb6dd97c6fda	Malicious	1	Malicious	controlled_task_objective
cea_g_1c779a3c2888981eaee2	Other	0	Normal	controlled_task_objective
cea_g_5143ad59975e04e5258f	Other	0	Normal	controlled_task_objective
cea_g_8072f0ff0310a5aff75c	Malicious	1	Malicious	controlled_task_objective
cea_g_a02a71ced3f343580742	Malicious	1	Malicious	controlled_task_objective
cea_g_eb8fbeaca53d1365c3c9	Malicious	1	Malicious	controlled_task_objective
cea_g_675a9edd66b627c3fa41	Malicious	1	Malicious	controlled_task_objective
cea_g_1fa9b1155ed42f6d7e80	Other	0	Normal	controlled_task_objective
cea_g_b65adacd237e8ef2f2ca	Other	0	Benign	controlled_task_objective
cea_g_a747a0d3ab28b3f9d9ed	Other	0	Benign	controlled_task_objective
cea_g_b937d33337c31e29718e	Malicious	1	Malicious	controlled_task_objective
cea_g_b2ee27f1ca027d697d4b	Other	0	Benign	controlled_task_objective
cea_g_d360e92a054099d6096e	Malicious	1	Malicious	controlled_task_objective
cea_g_e69b40b63bd1feb8a1e4	Malicious	1	Malicious	controlled_task_objective
cea_g_180cbb8f69c8890042eb	Malicious	1	Malicious	controlled_task_objective
cea_g_d77a6f11c8dfab8b0221	Other	0	Normal	controlled_task_objective
cea_g_8f504d860e7dfeff7b67	Other	0	Normal	controlled_task_objective
cea_g_9f8990988958f095825f	Malicious	1	Malicious	controlled_task_objective
cea_g_9a7687e0b4f6b6630c7f	Malicious	1	Malicious	controlled_task_objective
cea_g_0cc9e1e5cd8c4b0722ab	Other	0	Benign	controlled_task_objective
cea_g_f4f235580f59bafcc05d	Malicious	1	Malicious	controlled_task_objective
cea_g_01760dfc0a67e5d0f475	Malicious	1	Malicious	controlled_task_objective
cea_g_3f8e46b706a4aacec3a6	Other	0	Normal	controlled_task_objective
cea_g_5a51986f9545167e1aa3	Other	0	Normal	controlled_task_objective
cea_g_ebfb6bc7f6f36d12a89e	Malicious	1	Malicious	controlled_task_objective
cea_g_75edbb8cacc8a6151e21	Malicious	1	Malicious	controlled_task_objective
cea_g_f0bca205d69f557499f4	Other	0	Benign	controlled_task_objective
cea_g_27e520c88113e2eb7f7b	Malicious	1	Malicious	controlled_task_objective
cea_g_a03cb4b1d80e9fd2b0c2	Other	0	Normal	controlled_task_objective
cea_g_1bf4c70a0687353857ca	Malicious	1	Malicious	controlled_task_objective
cea_g_33bd7d43c978964dce79	Malicious	1	Malicious	controlled_task_objective
cea_g_c19f33f8d0e578f46009	Malicious	1	Malicious	controlled_task_objective
cea_g_9c59ebd90fb7c0bcb959	Malicious	1	Malicious	controlled_task_objective
cea_g_dae9526e60fd7fccc967	Malicious	1	Malicious	controlled_task_objective
cea_g_6e71d4fd961dc9dfc0cd	Other	0	Benign	controlled_task_objective
cea_g_e5eea232ad907c346883	Malicious	1	Malicious	controlled_task_objective
cea_g_bdb5d92a19a2bb4e9d85	Malicious	1	Malicious	controlled_task_objective
cea_g_49ab763d433bef660d90	Malicious	1	Malicious	controlled_task_objective
cea_g_99f64c43bec248da434c	Malicious	1	Malicious	controlled_task_objective
cea_g_bd5e2cf4899f4077f41d	Other	0	Normal	controlled_task_objective
cea_g_6a7c36a9f044275fe383	Malicious	1	Malicious	controlled_task_objective
cea_g_d8dc2363fdb45f5b2361	Other	0	Normal	controlled_task_objective
cea_g_598feddeb9cee68383af	Other	0	Normal	controlled_task_objective
cea_g_6c6064d8849697f80922	Malicious	1	Malicious	controlled_task_objective
cea_g_1c30f7a92bcd3293680e	Malicious	1	Malicious	controlled_task_objective
cea_g_c1cdce206ca853c84644	Other	0	Normal	controlled_task_objective
cea_g_5c673f654a5501c186fb	Malicious	1	Malicious	controlled_task_objective
cea_g_301b99cc8d4d7f502aa2	Other	0	Normal	controlled_task_objective
cea_g_02b4371460b9706c61d5	Malicious	1	Malicious	controlled_task_objective
cea_g_9151cd55f5bdde05213c	Malicious	1	Malicious	controlled_task_objective
cea_g_f83b3fbc9da2e0e36dfb	Malicious	1	Malicious	controlled_task_objective
cea_g_9bfe54f4d91794463bba	Other	0	Benign	controlled_task_objective
cea_g_9ae20d1a0aeb006ec313	Malicious	1	Malicious	controlled_task_objective
cea_g_85eb28d48696ab8802ea	Other	0	Benign	controlled_task_objective
cea_g_ef1c9353ac7f760fcc2a	Malicious	1	Malicious	controlled_task_objective
cea_g_9d983e41120f7ac6f3c9	Malicious	1	Malicious	controlled_task_objective
cea_g_4ed2d43b05bd4a9260cf	Other	0	Benign	controlled_task_objective
cea_g_2a081f7ed07f7810ebcc	Other	0	Normal	controlled_task_objective
cea_g_bdd00778f0b756cf65ce	Malicious	1	Malicious	controlled_task_objective
cea_g_f3354e6814e39a1c84f2	Malicious	1	Malicious	controlled_task_objective
cea_g_42f05c3d3164b92d3b70	Malicious	1	Malicious	controlled_task_objective
cea_g_0454fe99669cc4bcd97e	Malicious	1	Malicious	controlled_task_objective
cea_g_d21c071c00c0f8084793	Malicious	1	Malicious	controlled_task_objective
cea_g_f708f5bcf93bc604fa11	Other	0	Normal	controlled_task_objective
cea_g_ce1e45c4591bfba1f901	Malicious	1	Malicious	controlled_task_objective
cea_g_b1df7613aa28af8570f1	Other	0	Normal	controlled_task_objective
cea_g_da5081ab0cba39cee202	Other	0	Normal	controlled_task_objective
cea_g_ac6a5102dbf53b756c67	Malicious	1	Malicious	controlled_task_objective
cea_g_35b885a6b9a9d073a97a	Other	0	Benign	controlled_task_objective
cea_g_9b30d0225a63e670fa7b	Malicious	1	Malicious	controlled_task_objective
cea_g_2db3fe860bbd5c633430	Other	0	Normal	controlled_task_objective
cea_g_fae7ab191631bb1a2c29	Other	0	Normal	controlled_task_objective
cea_g_84e5e306424d0c182f4f	Other	0	Normal	controlled_task_objective
cea_g_c6f679740c8293bd70a5	Other	0	Normal	controlled_task_objective
cea_g_ab70b3421ef95c5fa5df	Other	0	Benign	controlled_task_objective
cea_g_f5f67dccdf9f38aec91c	Other	0	Normal	controlled_task_objective
cea_g_7c276f4fd57224bd7563	Other	0	Normal	controlled_task_objective
cea_g_0f03582a4f53dec5d7da	Malicious	1	Malicious	controlled_task_objective
cea_g_a1862f3c5ff70ac1bcd7	Other	0	Benign	controlled_task_objective
cea_g_379e7c4290eea064e942	Malicious	1	Malicious	controlled_task_objective
cea_g_f7adb9911c049db13cc2	Other	0	Normal	controlled_task_objective
cea_g_efebf96701df434908b9	Malicious	1	Malicious	controlled_task_objective
cea_g_944b1e918dbf1bb6cc53	Other	0	Benign	controlled_task_objective
cea_g_afe492ed053f853ff32e	Malicious	1	Malicious	controlled_task_objective
cea_g_a6d016b833095767b929	Malicious	1	Malicious	controlled_task_objective
cea_g_d5d3571f57612f1ed4c4	Malicious	1	Malicious	controlled_task_objective
cea_g_e29ac59c470f2064c575	Malicious	1	Malicious	controlled_task_objective
cea_g_cdcb89e419aa2a16bf6e	Malicious	1	Malicious	controlled_task_objective
cea_g_240bbd7a14fa1dfb2b1b	Other	0	Normal	controlled_task_objective
cea_g_8f685dd7f004e3e6ba15	Malicious	1	Malicious	controlled_task_objective
cea_g_4d2619733451977f8194	Malicious	1	Malicious	controlled_task_objective
cea_g_454aaf65cbd9087bc8d2	Malicious	1	Malicious	controlled_task_objective
cea_g_481380f1543a8b7a6501	Other	0	Benign	controlled_task_objective
cea_g_87f608042bb9277d764e	Malicious	1	Malicious	controlled_task_objective
cea_g_db5f7d82ffd58096055c	Other	0	Benign	controlled_task_objective
cea_g_5082c8c085f808bcafdc	Other	0	Benign	controlled_task_objective
cea_g_8aac3b2025fcd1181c51	Malicious	1	Malicious	controlled_task_objective
cea_g_5e1433329135d8ebd819	Other	0	Benign	controlled_task_objective
cea_g_c099cea0719bfd9dcdca	Other	0	Normal	controlled_task_objective
cea_g_cb74c32d0ceb940c89eb	Other	0	Benign	controlled_task_objective
cea_g_5ca144a8b687fd15ba02	Other	0	Benign	controlled_task_objective
cea_g_f5cb696020c7ef6f735c	Malicious	1	Malicious	controlled_task_objective
cea_g_c14e708a7e5f52296812	Other	0	Normal	controlled_task_objective
cea_g_bbae860c13d80601342d	Malicious	1	Malicious	controlled_task_objective
cea_g_3dde37232904f34b5103	Malicious	1	Malicious	controlled_task_objective
cea_g_d68cfc1e485040be5c95	Malicious	1	Malicious	controlled_task_objective
cea_g_e3bf889a0ec26bc104d3	Malicious	1	Malicious	controlled_task_objective
cea_g_1e5a71cae1657039a495	Other	0	Normal	controlled_task_objective
cea_g_8695e014fb6e39cbdac9	Malicious	1	Malicious	controlled_task_objective
cea_g_529e6d2a5d75b27bc25a	Malicious	1	Malicious	controlled_task_objective
cea_g_1fd1325c17230fb86f8d	Malicious	1	Malicious	controlled_task_objective
cea_g_3af5dd0bb7656308dce8	Malicious	1	Malicious	controlled_task_objective
cea_g_ece4934b64a64079c602	Other	0	Benign	controlled_task_objective
cea_g_7dfc5ef820f667d41f83	Other	0	Normal	controlled_task_objective
cea_g_1b3e5da9c29d764d6b68	Malicious	1	Malicious	controlled_task_objective
cea_g_5a73f5f80b8a02c50b77	Malicious	1	Malicious	controlled_task_objective
cea_g_defab0237a31c6635f61	Malicious	1	Malicious	controlled_task_objective
cea_g_29cd4204c48cf7a78dff	Malicious	1	Malicious	controlled_task_objective
cea_g_a6fdaffcf561b9e66d24	Other	0	Benign	controlled_task_objective
cea_g_948a29c45d96f57fa5df	Malicious	1	Malicious	controlled_task_objective
cea_g_3a14a8c16986799da572	Malicious	1	Malicious	controlled_task_objective
cea_g_2f17677cabdb0e270362	Malicious	1	Malicious	controlled_task_objective
cea_g_98a3bf8a1f8a821e3ae1	Malicious	1	Malicious	controlled_task_objective
cea_g_6aa3d51cb99e13382cd1	Other	0	Normal	controlled_task_objective
cea_g_9d8b40d198140eb88178	Malicious	1	Malicious	controlled_task_objective
cea_g_5181b1de7fc8b3ebca45	Other	0	Benign	controlled_task_objective
cea_g_8f44abf5122379733b38	Other	0	Normal	controlled_task_objective
