group_id	source_group_id	source_component	source_dataset	label	binary_label	label_type	evidence_grade
ABOME-Malicious_g_5e7d9c05fb0fbfe6fced	group_05de8473af6cd5c4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5ea84291b87e9122a0bb	group_f6dcbeff531f5653	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5eb8b74c8b6c6cc879da	group_9ba9f258863d22eb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5ebb0b9331152bff7e72	group_0bea31467645f00f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5ecda2353bdba01daff7	group_48cdec69b66d6de8	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5ed99ecd2aba6e6a1a81	group_c71105382b61c924	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5ef483a480a382e99ee0	group_73587158c2b783c3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5ef61751a3ce62d83861	group_bd08241e4e920a09	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f2223bcd2312fd0eb08	group_6d1f1fb82a4670c3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f24e16d0d83720e0e7c	group_88f234e2934e4805	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f40c887a3e49cf02f84	group_83fcb46fc98966c6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f4304749c8d8de58cf5	group_cf9512358a754d53	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f44ed971992d9d70121	group_ae53e5bdbd967cbb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f554d6ae3f72dbd63ba	group_11ce725935231e52	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f5d0a2ba35a25b11a2e	group_8b3aa6af1a310918	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5f9daa6ba22344a9406c	group_e2880fc748dc37ca	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5fc7257a9d9a9d7f5aa8	group_45b16336f710804a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_5ffe195d700a35e2175a	group_520c3d3678bacb4f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_600b0d0e1caddd7a8f18	group_f18d6d1c77105a0c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_601082abade28c1033bc	group_837431977b3180c6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_603000d9409f6cdf9460	group_8968c9798343d3fc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_60372ae2aa43d090f7e1	group_1fa511b31b8b358c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6082b2ed4377cdf5002e	group_d6cfdde20e14fb53	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6089aab3819dfe35239b	group_753648e324428cc5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_608be05e6937a72aa0af	group_96f4979104c78ce8	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_609fec931b6c5f4ceab5	group_f9fcbb4adc47471a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_60b4d0f9014878ffed0b	group_b42afb5539028760	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_61250b3d13c6e2723c6d	group_c77aa76124369f70	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_617f0418dbbb18b043b1	group_e663393c80eaa2df	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_61adee915e23f59180ec	group_9d065594223f4624	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_623419bafd01960b8b73	group_b76f90c5abdaebb6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_628ff8c9502858e8c4c9	group_f24fdd6908a374f9	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_62afdb55f9e8612c036f	group_c3186e6619961f9b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_632e0e8eb9a86e8bf712	group_64a8d397ba9c8abf	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_63977e2eee477ed6ba93	group_f12c6ce0465fad0b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_63b714ad33c62c911360	group_1fa5146fb4ba59ae	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_63c6b7bdc9f0d4b190d5	group_4ebb085022096e43	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6549db3cdce56909d459	group_c4192d6b04b039bc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_656d68aed179ee3c8e84	group_8f692c0f5860aac5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_65b7617615f5c767acbe	group_f481bd965f57ff7a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_65fa545f53de4a1c7535	group_d8ad2493b3757e2b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6619b0444c9e706fbe7d	group_925666edef16056e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6634074df99e72791c0a	group_b981e96fafaeab80	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_669424d627a89f029c40	group_408ccad69a874f59	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_67057396cafbd062798e	group_dda396aadfc8fafe	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_670b51bb02c4529e84d1	group_1c12b0ca7b2d13d1	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_672d9302ccba29d6e357	group_fea3ed7c1be5aebd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_673811bf65064174fbc0	group_820b570e9a6592fc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6749f3174502c57c366e	group_4f33c1ec0377b8f1	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_674ff5be87783d783501	group_daf9e4a33bd40e9d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6777ac3680bbd6374838	group_831d76ed6306a51b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_67927c9b7915aab6bb8b	group_d9e68c6919288176	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_67959d3963879a4542d6	group_6fb86cbda1bf8638	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_67a51469e7856e5a581f	group_a4ccc3bd9c81386f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_67f81ab72f458a55f1b9	group_1742b1e524da80cc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_680991ad08eb9072b2aa	group_cb89288460af9d9d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6838f361a961f4af58cc	group_9fdfe8c4578fc2d0	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_68491796d38552b99a25	group_8c5926a3a5f5078c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_684a48f5aefa7ff8babd	group_963f74de4416d4ed	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6865cf4e6e92fe9c7380	group_0d4defe99f7ab669	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_687ef0a081c11a664bf6	group_878fa75607cefdac	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6896faba8d6cfce9a652	group_986e62804914bcdd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_68b8f9097033043ba3f0	group_0ffb1633c3ed2f69	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_68d548940a5c85518db8	group_8be11537e586ee60	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_68d6d513af5f702b2ade	group_9aba69286149caf4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_68da6a51febb587d1728	group_63b4253d099c398b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_68ec4413f68a85d9e15d	group_e086ae755342fe12	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6960e3d29e4101e85f2d	group_96af50011e91a087	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_698df8207dc38c1bd1a5	group_efd0f3d3d97881ff	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_69d736e78d7b699713e2	group_e7599d5f02d8b525	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_69ddaf93c54cacf60865	group_980be4949dc55b8d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_69e166915cc2aabbbbf2	group_4d82f316feb67e7a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_69e915a404b615741685	group_6c4d06223edcdbe4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6a0e50e038baf77022d7	group_397ac968c40975f8	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6a2600adf08c40baf539	group_b9fbee3f930e058c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6a541925f960ac82844f	group_30af90c86778ae1c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6b2a9229abcb640ad3f4	group_dec10708bdcbfeab	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6b39b278fcfde419b36b	group_5c1cf0752e385fcf	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6bbf27f0845b3da698ae	group_2e76475ae8781f17	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6c0dcb9192a85830cf86	group_32c2a3d376b25ed7	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6c63b02fcb64c6d55c5f	group_63cf1c6880f48d06	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6c9dfd7ee1328e143d1c	group_0449fa3047dad33a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6cb9370714b887153ea8	group_262642f23932a454	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6cc838229fab3f7f93f3	group_feec739ed89ee61b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6cce4762dc258323038e	group_bfb1700cfd202463	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6cd5a0b5e94ca7d0c0bf	group_bb2e04d0e6ec71fd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6ce7d21bd116d2aa616d	group_3733c996b637a9c7	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6d87d62aa2ff0a0184e1	group_d656d68f6d286f95	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6def199e3070ab89ab06	group_18ef5c7996eb4ab1	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6e0089bb0a25092e395e	group_89fd7260ddd79826	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6e15ec4bc338892ba83d	group_9cab0f5c6ee28515	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6e21a5d1684b745d5973	group_13fc079c91a6e1db	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6e8d597e48225fec6224	group_86891241f1ba3dfd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6e8d76aeab5cfdac7cb8	group_37b019649265a265	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6ea22758bd4e8365f99c	group_bae5466e83066c7f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6ebb92f1d520dc196529	group_616f2d4cd9af76df	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6ec763dbf330b777bde9	group_2a583ab8b3bb3f4f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6ee7757760ae14d5d928	group_0ba42b078b479728	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6f0c1df8608fe2c86f8f	group_04e3b5ba28be3b2e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6f24d1a23d22c7679558	group_3c7b88245f8b8324	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6f4dcdc97c4d432fa3b7	group_c0aca1bddfa3fce6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6f67dc52e68f637f703d	group_b7726b86113ee034	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6f8e50d2c087f539389a	group_528441acb1fe0240	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_6fdc83de6e7636da9b85	group_4b5f388f33546300	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_705f94147919d5480f10	group_83a2bd707b5362b9	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_706f54dfad04b4343a28	group_790cd35ac1f59a9c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_70d6f4ac361031c45302	group_44bb0721d2113038	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_710d91cbf70748cd863e	group_d64b86ac75adf868	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_711e46239bce75e7fd2b	group_be121dba27cecbbd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7147243c17eddd01748a	group_389136cc87c8a32e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_71578c08973574afef8e	group_e980ea377f0c498d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_71a0967dfe893c89bf37	group_2d27b7c567caebcf	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_71ada1abaf237f76042d	group_581648cc4e274da5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_71b6885c2a5e4d33bf52	group_a42a3816961a357b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_71c63b5cc83d1dbb144f	group_14bfba8f2107aa65	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7212a12beec023ca056a	group_d6f45611e7e288b3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_721ec1234df0f92c3641	group_45471727218281a6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7274956f62aad09897f5	group_ac3584a603b99648	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_72cee2f345e966dc5c2d	group_9a9f3c51879f2b05	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_72e3177544f4047c97a0	group_856914b2b52cfd33	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_72fd16961dbede044b5d	group_f57c65a245842569	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_72fea237ee97052f981e	group_234f620550ab9ec8	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_731a7e0d19731f5109f4	group_2337d3ab51953038	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7376925725f3bcc21c33	group_b287e0e2faffabbe	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_738466d43f86731dedd1	group_0a5d08ef0c807533	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_73961bdfee2ddb02ceea	group_20206a960a7c4469	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_739f7e1d48119f32669d	group_27048596784c8dfb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_73e1c97725d784dfb33c	group_4c7fb5311ef5625c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7406b4372253d91571b5	group_a73fd4ff38d68a97	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_740e5b8c04f293dba460	group_5d174ac48d350a1b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_748c856cf740ae67f10f	group_1b02e701f0d510c5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7496a1a778a5056a2d57	group_722e4a9eee576045	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_74a02a4e75a68633cba5	group_5b99bd179e1b5036	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_74fd6eb2ab383334b8d9	group_cb87851b4122d65c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7529c3c7b0e65676dcb6	group_5b055822151db379	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_754fcd8989f698221bee	group_6dcc46dd28f8934b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7556749c5a331c94febc	group_1e2c81ea5d4407ef	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7570ab17597e4f77e163	group_861caa5b1d4f9fc9	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_75a0cd598de12d94439b	group_8c89f32473b5b620	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_75a3c0a9858b98c6dbde	group_b09be27690d01a12	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_75f9b947aedb3c21d064	group_b87011fa78f85bb2	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_762088c1b329b2b1bfdc	group_79e7f16d62c68b22	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_766c011836ebd21b049f	group_04553b5af840d2a1	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_76b69168083be165c25b	group_b2c4f212c0211859	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_76cc0c03f9673f57a9f0	group_1d30969c39b966c5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_76e7fa5d7e618fd4d103	group_3f5da36456f57b68	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_77416cd092d0caa0e530	group_ac49b28f41221232	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7782146426fc569fcdbf	group_12b89985ed65eaee	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_77b6acb28414545a939d	group_9d5a0754ea6fd186	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_781458af29072385dc86	group_d7d62d4fe88ed1a7	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_783e4591429f520a2d41	group_48c65d434827d487	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_783f6f1e8c0d9a99b2f6	group_b893034125ec080a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7885457240042889ac02	group_397524271e5dbb2d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_78c696d3ae9998bcbca8	group_5ba384f63a825095	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_78eda6afe05a21b322af	group_587f9976da830824	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7909a72226a02f5abcf7	group_d6279d62c8458bb6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7913cec2e675c75bcb0d	group_79773b6ba5c7ba61	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_79248f7310bc40fc66ee	group_e8d583c17a636146	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_79340acb9fdedd068538	group_273e28c53ce8c869	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7954dfebab998aed52a7	group_030351723d633de6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_798a0aa322c23a0d8618	group_e5a57dc24c54574f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_799e32ca5b7a521fc6df	group_15ffc353e6c8215e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_799e6c0b0acf009c8eab	group_9bb2d266b050ac2f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_799f4ce82c091ec9e51e	group_6da0bda573cffee5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_79a333a52f2f97fc604a	group_0b5b12ab56f8229a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_79bdc9fb2e04f67aa648	group_132351416b98946a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_79e1c4f6ede5dd49a72d	group_e29cc0196dd8369d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_79e99cb49097c9405845	group_d0dc640f382b44b7	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7a37eeec31d54dea3cfa	group_d3e0cb0b03a140eb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7a531591fb0f5883da9c	group_44dfa700ed190e4f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7a72ccf3e0bc4694aaf9	group_735ebb26bc23d866	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7a79428d8fbcb119e87f	group_cb1936c236ae3acd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7a7f4de5d9c4f59020d6	group_f787f6ed68ddc119	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7a8578a5aa7d7b4caff9	group_ebbf415fc3503a30	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7a97e541d5ea520d7c66	group_2aaaa8a6b013b509	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7aa0e8f3a6616c7fcc37	group_799eda241440e258	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7b23af17628894702224	group_b197d0aeb686b644	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7b598ef042dc9116136e	group_6dc1f65b24e2e93d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7b69065c1469523aa102	group_074e0cd6a84f362b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7b785fe9b117a55259b6	group_69a6f252e59313ce	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7c300c647f8aa512cb18	group_6f686974ca86b034	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7c3d2319c3d40d34577d	group_5ec7c29e32bd1ddb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7c551f6d3b134cb51b32	group_415e6fb4492af089	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7c7fb27e05b1506135bb	group_3b7a7897a564f923	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7cbf6a320d38dbb1719d	group_5a80fb05ddf10e1f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7d0eba7feda69ae39dfa	group_5b6abe367b383295	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_7d144cf9200b09021dbb	group_448bd2cbaa2f6469	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
